Jv,Ja,nse_prof
0.30100000000000005,0.201,0.9626167419511955
Datetime,-14.0m,-14.5m,-15.0m,-15.5m,-16.0m,-16.5m,-17.0m
2019-04-17,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2019-04-18,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2019-04-19,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2019-04-20,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2019-04-21,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2019-04-22,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2019-04-23,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2019-04-24,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2019-04-25,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2019-04-26,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2019-04-27,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2019-04-28,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2019-04-29,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2019-04-30,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2019-05-01,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2019-05-02,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2019-05-03,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2019-05-04,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2019-05-05,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2019-05-06,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2019-05-07,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2019-05-08,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2019-05-09,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2019-05-10,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2019-05-11,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2019-05-12,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2019-05-13,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2019-05-14,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2019-05-15,11.546757059410806,11.554289425198453,11.562191352036356,11.568020463368098,11.573103902271624,11.577623675270612,11.58233185244561
2019-05-16,11.366449204866944,11.37276005163069,11.379243522563408,11.383813171701439,11.387347611926876,11.389886593389445,11.392375606693513
2019-05-17,11.186811871180849,11.192601184673062,11.19841939445063,11.202384235265969,11.205199217341773,11.206905227102148,11.2085365829667
2019-05-18,11.007354260294239,11.012907914892422,11.018445893670163,11.022168282750295,11.024705715712944,11.026099389576206,11.027415757136524
2019-05-19,10.8277641432399,10.833037517589904,10.838300536133893,10.841821980465605,10.844178371450756,10.845399831096106,10.846554343884343
2019-05-20,10.648290027165702,10.653339561184636,10.658359601335272,10.661692549319104,10.663853596221271,10.664867824461862,10.665817217896134
2019-05-21,10.46901504792949,10.473986168216534,10.47888202154805,10.482088230811343,10.484087030994607,10.484906944501983,10.485660510854263
2019-05-22,10.28975637447681,10.294713861100217,10.299585139626146,10.302763372843115,10.304717371689026,10.305475552534256,10.30615961247104
2019-05-23,10.110543277704615,10.115517496293215,10.120392545714777,10.123562309943978,10.125497536337933,10.12623410437475,10.126895315131357
2019-05-24,9.931247183561785,9.936170842298822,9.940986334182782,9.944106453279488,9.945989229712538,9.946671077068146,9.947278435213278
2019-05-25,9.751500835442387,9.7560550099589,9.760559831145518,9.763499493507087,9.765250849262605,9.765825848869861,9.766353578070778
2019-05-26,9.572164547402277,9.576549671594698,9.580811015481162,9.583520676098267,9.585011424333581,9.585305307192234,9.585553688979573
2019-05-27,9.392655482839485,9.396803172041766,9.400815865530523,9.40332590732369,9.404604377574863,9.404665604180957,9.404678344546099
2019-05-28,9.213088046334567,9.216905726721418,9.220547197370584,9.222759319078667,9.223727429837757,9.223465105781004,9.223168711731983
2019-05-29,9.033710215896754,9.039584538042284,9.04635608465343,9.050854858242035,9.049835812653699,9.043663316245036,9.039101745777263
2019-05-30,8.844835715907564,8.844790416949657,8.848095101224251,8.851883830986917,8.851208581616063,8.846311036507336,8.844452263961292
2019-05-31,8.666569262123712,8.66724324007426,8.671765100776517,8.67434461049031,8.670265497894537,8.660074403966124,8.652094757136473
2019-06-01,8.485557620856044,8.48654786707187,8.491025130031266,8.492444463618062,8.485878009138611,8.472320863658792,8.460651356273276
2019-06-02,8.308397426782046,8.309275974942523,8.311870092669185,8.311240559433024,8.302565962815947,8.286337034504719,8.271671361579537
2019-06-03,8.132960802387087,8.133594294383277,8.134081352257772,8.131234169479116,8.120308975556936,8.10184522369996,8.084932588940928
